NAME,LATITUDE,LONGITUDE,PUNTO ZWF,PROPIETARIO,CONTRATO,SECTOR
ZWF AREA 907,4.370139,-72.062291,POINT (-72.062291 4.370139),PARTICULAR,BPIN 20239138717750,URBANO
ZWF AREA 908,4.824846,-72.631766,POINT (-72.631766 4.824846),PARTICULAR,BPIN 20236767636950,TURISTICO
ZWF AREA 909,4.913675,-72.594663,POINT (-72.594663 4.913675),ENTIDAD,BPIN 20235728649500,INDUSTRIAL
ZWF AREA 910,4.33808,-72.216052,POINT (-72.216052 4.33808),EMPRESA,BPIN 20238859720154,RURAL
ZWF AREA 911,4.778854,-72.540533,POINT (-72.540533 4.778854),PARTICULAR,BPIN 20231426162059,URBANO
ZWF AREA 912,4.262317,-72.026846,POINT (-72.026846 4.262317),GOBIERNO,BPIN 20233031460825,URBANO
ZWF AREA 913,4.722743,-72.573476,POINT (-72.573476 4.722743),ENTIDAD,BPIN 20239094173749,INDUSTRIAL
ZWF AREA 914,4.137572,-72.062298,POINT (-72.062298 4.137572),EMPRESA,BPIN 20234018373586,RURAL
ZWF AREA 915,4.607382,-72.271142,POINT (-72.271142 4.607382),EMPRESA,BPIN 20238828233318,RURAL
ZWF AREA 916,4.857168,-72.314289,POINT (-72.314289 4.857168),EMPRESA,BPIN 20233796036280,URBANO
ZWF AREA 917,4.453817,-72.686538,POINT (-72.686538 4.453817),ENTIDAD,BPIN 20236115355562,URBANO
ZWF AREA 918,4.651247,-72.836073,POINT (-72.836073 4.651247),PARTICULAR,BPIN 20235209452203,INDUSTRIAL
ZWF AREA 919,4.635406,-72.521493,POINT (-72.521493 4.635406),ENTIDAD,BPIN 20238876252512,RURAL
ZWF AREA 920,4.990082,-72.529362,POINT (-72.529362 4.990082),ENTIDAD,BPIN 20234420732572,RURAL
ZWF AREA 921,4.212521,-72.291966,POINT (-72.291966 4.212521),PARTICULAR,BPIN 20234704697898,URBANO
ZWF AREA 922,4.679251,-72.019314,POINT (-72.019314 4.679251),PARTICULAR,BPIN 20238273250390,RURAL
ZWF AREA 923,4.080664,-72.693767,POINT (-72.693767 4.080664),GOBIERNO,BPIN 20235603733180,INDUSTRIAL
ZWF AREA 924,4.809763,-72.484142,POINT (-72.484142 4.809763),GOBIERNO,BPIN 20235282241862,URBANO
ZWF AREA 925,4.793824,-72.667334,POINT (-72.667334 4.793824),PARTICULAR,BPIN 20238048841719,TURISTICO
ZWF AREA 926,4.234941,-72.002656,POINT (-72.002656 4.234941),ENTIDAD,BPIN 20234237597801,RURAL
ZWF AREA 927,4.65189,-72.879483,POINT (-72.879483 4.65189),ENTIDAD,BPIN 20238132396018,TURISTICO
ZWF AREA 928,4.201868,-72.047867,POINT (-72.047867 4.201868),GOBIERNO,BPIN 20237935622908,INDUSTRIAL
ZWF AREA 929,4.896561,-72.695969,POINT (-72.695969 4.896561),GOBIERNO,BPIN 20239222334626,TURISTICO
ZWF AREA 930,4.184114,-72.403353,POINT (-72.403353 4.184114),GOBIERNO,BPIN 20236132472365,INDUSTRIAL
ZWF AREA 931,4.027302,-72.281533,POINT (-72.281533 4.027302),PARTICULAR,BPIN 20236172114078,URBANO
ZWF AREA 932,4.095901,-72.216241,POINT (-72.216241 4.095901),EMPRESA,BPIN 20232295865553,TURISTICO
ZWF AREA 933,4.068199,-72.776661,POINT (-72.776661 4.068199),ENTIDAD,BPIN 20237135775259,RURAL
ZWF AREA 934,4.404952,-72.362438,POINT (-72.362438 4.404952),ENTIDAD,BPIN 20234981983927,TURISTICO
ZWF AREA 935,4.07282,-72.767888,POINT (-72.767888 4.07282),GOBIERNO,BPIN 20237719974415,TURISTICO
ZWF AREA 936,4.668248,-72.950187,POINT (-72.950187 4.668248),ENTIDAD,BPIN 20234174766138,RURAL
ZWF AREA 937,4.343074,-72.763653,POINT (-72.763653 4.343074),PARTICULAR,BPIN 20234357356799,INDUSTRIAL
ZWF AREA 938,4.703555,-72.792327,POINT (-72.792327 4.703555),GOBIERNO,BPIN 20238418715977,RURAL
ZWF AREA 939,4.493298,-72.611679,POINT (-72.611679 4.493298),ENTIDAD,BPIN 20235105575276,INDUSTRIAL
ZWF AREA 940,4.197183,-72.625434,POINT (-72.625434 4.197183),PARTICULAR,BPIN 20232232075183,URBANO
ZWF AREA 941,4.235117,-72.126226,POINT (-72.126226 4.235117),GOBIERNO,BPIN 20231695655558,RURAL
ZWF AREA 942,4.006651,-72.849595,POINT (-72.849595 4.006651),PARTICULAR,BPIN 20239962416268,URBANO
ZWF AREA 943,4.626327,-72.256781,POINT (-72.256781 4.626327),ENTIDAD,BPIN 20239463667979,TURISTICO
ZWF AREA 944,4.555292,-72.049039,POINT (-72.049039 4.555292),GOBIERNO,BPIN 20234316871228,INDUSTRIAL
ZWF AREA 945,4.65848,-72.26166,POINT (-72.26166 4.65848),GOBIERNO,BPIN 20237540384668,URBANO
ZWF AREA 946,4.225871,-72.566215,POINT (-72.566215 4.225871),GOBIERNO,BPIN 20235314281600,INDUSTRIAL
ZWF AREA 947,4.273319,-72.534075,POINT (-72.534075 4.273319),EMPRESA,BPIN 20233278251488,URBANO
ZWF AREA 948,4.637573,-72.359322,POINT (-72.359322 4.637573),EMPRESA,BPIN 20238593440521,RURAL
ZWF AREA 949,4.34181,-72.602244,POINT (-72.602244 4.34181),ENTIDAD,BPIN 20233675634158,TURISTICO
ZWF AREA 950,4.746847,-72.074927,POINT (-72.074927 4.746847),PARTICULAR,BPIN 20238014161894,INDUSTRIAL
ZWF AREA 951,4.055389,-72.810026,POINT (-72.810026 4.055389),PARTICULAR,BPIN 20238407950371,TURISTICO
ZWF AREA 952,4.774128,-72.824585,POINT (-72.824585 4.774128),ENTIDAD,BPIN 20236309080473,INDUSTRIAL
ZWF AREA 953,4.174143,-72.700154,POINT (-72.700154 4.174143),PARTICULAR,BPIN 20239576651059,INDUSTRIAL
ZWF AREA 954,4.188005,-72.167607,POINT (-72.167607 4.188005),PARTICULAR,BPIN 20239734010814,TURISTICO
ZWF AREA 955,4.11674,-72.708105,POINT (-72.708105 4.11674),PARTICULAR,BPIN 20235656631229,INDUSTRIAL
ZWF AREA 956,4.445554,-72.080415,POINT (-72.080415 4.445554),EMPRESA,BPIN 20234013931465,RURAL
ZWF AREA 957,4.033671,-72.925144,POINT (-72.925144 4.033671),ENTIDAD,BPIN 20238323010270,URBANO
ZWF AREA 958,4.311947,-72.19633,POINT (-72.19633 4.311947),ENTIDAD,BPIN 20234804515861,INDUSTRIAL
ZWF AREA 959,4.224733,-72.135745,POINT (-72.135745 4.224733),ENTIDAD,BPIN 20231548608829,INDUSTRIAL
ZWF AREA 960,4.676245,-72.51856,POINT (-72.51856 4.676245),EMPRESA,BPIN 20236746265807,INDUSTRIAL
ZWF AREA 961,4.037137,-72.554895,POINT (-72.554895 4.037137),EMPRESA,BPIN 20238984324127,INDUSTRIAL
ZWF AREA 962,4.308334,-72.210289,POINT (-72.210289 4.308334),GOBIERNO,BPIN 20238426545663,INDUSTRIAL
ZWF AREA 963,4.211221,-72.301784,POINT (-72.301784 4.211221),ENTIDAD,BPIN 20238180998505,TURISTICO
ZWF AREA 964,4.472001,-72.934883,POINT (-72.934883 4.472001),GOBIERNO,BPIN 20232565797709,TURISTICO
ZWF AREA 965,4.744901,-72.576609,POINT (-72.576609 4.744901),PARTICULAR,BPIN 20234789947267,INDUSTRIAL
ZWF AREA 966,4.16415,-72.447866,POINT (-72.447866 4.16415),GOBIERNO,BPIN 20239127271266,RURAL
ZWF AREA 967,4.6026,-72.739921,POINT (-72.739921 4.6026),PARTICULAR,BPIN 20239464776225,INDUSTRIAL
ZWF AREA 968,4.35743,-72.517075,POINT (-72.517075 4.35743),GOBIERNO,BPIN 20239976164454,RURAL
ZWF AREA 969,4.611174,-72.455711,POINT (-72.455711 4.611174),EMPRESA,BPIN 20231050250220,TURISTICO
ZWF AREA 970,4.769305,-72.116362,POINT (-72.116362 4.769305),PARTICULAR,BPIN 20238380386778,INDUSTRIAL
ZWF AREA 971,4.955951,-72.7221,POINT (-72.7221 4.955951),GOBIERNO,BPIN 20233172295675,INDUSTRIAL
ZWF AREA 972,4.861797,-72.719883,POINT (-72.719883 4.861797),EMPRESA,BPIN 20236153936032,INDUSTRIAL
ZWF AREA 973,4.584652,-72.835975,POINT (-72.835975 4.584652),ENTIDAD,BPIN 20236027908209,INDUSTRIAL
ZWF AREA 974,4.982285,-72.26869,POINT (-72.26869 4.982285),EMPRESA,BPIN 20237033367509,INDUSTRIAL
ZWF AREA 975,4.485145,-72.336109,POINT (-72.336109 4.485145),EMPRESA,BPIN 20237254680936,INDUSTRIAL
ZWF AREA 976,4.075474,-72.373603,POINT (-72.373603 4.075474),ENTIDAD,BPIN 20238155767449,INDUSTRIAL
ZWF AREA 977,4.085608,-72.128232,POINT (-72.128232 4.085608),GOBIERNO,BPIN 20235423296879,TURISTICO
ZWF AREA 978,4.600178,-72.30352,POINT (-72.30352 4.600178),PARTICULAR,BPIN 20238615484366,INDUSTRIAL
ZWF AREA 979,4.720189,-72.297597,POINT (-72.297597 4.720189),ENTIDAD,BPIN 20232527577336,INDUSTRIAL
ZWF AREA 980,4.338906,-72.022448,POINT (-72.022448 4.338906),EMPRESA,BPIN 20236901471456,URBANO
ZWF AREA 981,4.439627,-72.806189,POINT (-72.806189 4.439627),PARTICULAR,BPIN 20234475062864,RURAL
ZWF AREA 982,4.820152,-72.45908,POINT (-72.45908 4.820152),PARTICULAR,BPIN 20232740546032,URBANO
ZWF AREA 983,4.487495,-72.286313,POINT (-72.286313 4.487495),ENTIDAD,BPIN 20234897381283,TURISTICO
ZWF AREA 984,4.21979,-72.690657,POINT (-72.690657 4.21979),EMPRESA,BPIN 20237968723899,URBANO
ZWF AREA 985,4.197085,-72.522949,POINT (-72.522949 4.197085),GOBIERNO,BPIN 20239067667405,TURISTICO
ZWF AREA 986,4.90731,-72.554309,POINT (-72.554309 4.90731),EMPRESA,BPIN 20239445529780,TURISTICO
ZWF AREA 987,4.926426,-72.236612,POINT (-72.236612 4.926426),GOBIERNO,BPIN 20239476240952,INDUSTRIAL
ZWF AREA 988,4.251428,-72.922057,POINT (-72.922057 4.251428),ENTIDAD,BPIN 20236001153602,RURAL
ZWF AREA 989,4.386542,-72.66334,POINT (-72.66334 4.386542),GOBIERNO,BPIN 20233691394064,RURAL
ZWF AREA 990,4.380813,-72.683041,POINT (-72.683041 4.380813),EMPRESA,BPIN 20236965285716,RURAL
ZWF AREA 991,4.685464,-72.822539,POINT (-72.822539 4.685464),GOBIERNO,BPIN 20239463800236,TURISTICO
ZWF AREA 992,4.859382,-72.582816,POINT (-72.582816 4.859382),ENTIDAD,BPIN 20235888523804,INDUSTRIAL
ZWF AREA 993,4.174278,-72.707845,POINT (-72.707845 4.174278),PARTICULAR,BPIN 20237292869447,INDUSTRIAL
ZWF AREA 994,4.409116,-72.045404,POINT (-72.045404 4.409116),GOBIERNO,BPIN 20233134640915,TURISTICO
ZWF AREA 995,4.934116,-72.770081,POINT (-72.770081 4.934116),ENTIDAD,BPIN 20237017369907,INDUSTRIAL
ZWF AREA 996,4.571276,-72.229208,POINT (-72.229208 4.571276),GOBIERNO,BPIN 20237036837675,TURISTICO
ZWF AREA 997,4.134509,-72.459968,POINT (-72.459968 4.134509),ENTIDAD,BPIN 20235833370200,RURAL
ZWF AREA 998,4.075243,-72.127899,POINT (-72.127899 4.075243),EMPRESA,BPIN 20235882689750,INDUSTRIAL
ZWF AREA 999,4.110971,-72.70783,POINT (-72.70783 4.110971),EMPRESA,BPIN 20232419806072,TURISTICO
ZWF AREA 1000,4.783804,-72.453403,POINT (-72.453403 4.783804),EMPRESA,BPIN 20231657851606,URBANO
